time,N,H,I,N_stoch,H_stoch,I_stoch
35.5,3.5022549711899336,35.06179154162943,15.566246218416813,3.509950995384022,34.898922665394934,15.527019087158802
35.6,3.4972625841912133,34.887035962794464,15.52380590872671,3.5061253154437497,34.72543098851018,15.484629098802248
35.7,3.4924177430267864,34.71377455388437,15.481609518825726,3.5024240373934465,34.55348294439727,15.442508210223256
35.800000000000004,3.4877160896664616,34.54199967286013,15.4396573546542,3.4990611170439596,34.38306931682297,15.400654605731734
35.9,3.4831533921752533,34.37170354650471,15.39794967434299,3.488629008645246,34.21419167950694,15.359066747893447
36.0,3.478725541817858,34.2028782759565,15.356486687325,3.483037085086372,34.04648121314413,15.317743757024092
36.1,3.4744285530069403,34.035515835528514,15.315268560123688,3.4775813353396883,33.88016825526701,15.276670480165242
36.2,3.470258560386903,33.86960807828489,15.274295419471681,3.475678690984079,33.715245639481324,15.235843848375684
36.300000000000004,3.466211810052858,33.705146755455864,15.233567347797441,3.477731774014755,33.55187711763571,15.195261327368865
36.4,3.4622846580487106,33.542123518688285,15.19308438737775,3.4667050507852673,33.39024493516009,15.154927658128601
36.5,3.4584735712018735,33.3805299169195,15.15284653757332,3.4619132727339115,33.22967773834775,15.11485437904752
36.6,3.4547751198723247,33.22035741207866,15.112853759833248,3.4674254221176835,33.07047662460097,15.075024558396658
36.7,3.4511859741159534,33.06159738683768,15.073105979418813,3.4586997945654767,32.91314312946085,15.035436427823434
36.800000000000004,3.447702902439392,32.904241146330335,15.033603083262529,3.4497384350070117,32.75694668789451,14.996108863708917
36.9,3.4443227718618656,32.748279916830725,14.99434491483128,3.4475257786586844,32.60186414276592,14.957028693008018
37.0,3.441042539782003,32.593704863502445,14.95533128394234,3.449440366147821,32.44822179027119,14.91818429170621
37.1,3.4378592523913354,32.44050709291354,14.916561964771475,3.4460294198838732,32.29621159067587,14.879579286134915
37.2,3.4347700450232757,32.28867765109646,14.878036702655594,3.4510536220601233,32.145550945763304,14.841224661808049
37.300000000000004,3.4317721382905337,32.13820753134907,14.839755213600343,3.452940854339193,31.99664811740868,14.803118582400163
37.4,3.4288628332388322,31.989087684310483,14.80171718198069,3.454676766291833,31.84932867895155,14.765276129537503
37.5,3.426039510112721,31.841309019692,14.763922263349158,3.454541003769614,31.703569230476628,14.727703238845052
37.6,3.423299629164071,31.694862403330827,14.726370082336706,3.4656261444562175,31.559260588360342,14.690404246024006
37.7,3.420640724501082,31.549738670233733,14.689060237158646,3.4603598036716843,31.41694928969955,14.653378721310059
37.800000000000004,3.4180604020271925,31.405928628223833,14.651992300238962,3.4438776219898313,31.275797786986136,14.616648472327677
37.9,3.4155563389053514,31.26342305810697,14.615165815452894,3.450707488787443,31.135233690215767,14.580198593904212
38.0,3.4131262826566884,31.12221271467765,14.578580295743546,3.4442915187526464,30.99641672775298,14.543994007415847
38.1,3.41076804572707,30.982288338072646,14.542235230264218,3.441645069028297,30.858667136413082,14.508051957975988
38.2,3.4084794973776247,30.84364066760245,14.506130086286023,3.446678042708634,30.722162718500368,14.472360005986218
38.300000000000004,3.4062585986850826,30.706260378390585,14.470264298241931,3.4331441223224104,30.587274993450794,14.436915093922092
38.400000000000006,3.4041033333702924,30.57013820491817,14.434637298255282,3.4222336866055785,30.453059449632406,14.401729780105715
38.5,3.402011764734412,30.435264840361732,14.399248485475704,3.409439305110868,30.31964053946636,14.366777108093506
38.6,3.399982010326533,30.301630980899127,14.364097240166,3.402133567059389,30.186916099327238,14.33203965068256
38.7,3.398012243671718,30.16922732148309,14.329182921860296,3.402850066083207,30.055153616686937,14.297498897151726
38.800000000000004,3.3961006920089933,30.038044561373678,14.294504871775041,3.404079819110828,29.92474458382423,14.263150184791654
38.900000000000006,3.3942456353823394,29.908073404979376,14.26006241158096,3.4037047358682475,29.795701128941527,14.229005449403138
39.0,3.39244540119524,29.7793045699245,14.22585484086062,3.3926584778048383,29.667929354445523,14.19507543242403
39.1,3.390698371182787,29.651728776599473,14.191881440172024,3.3762683464900096,29.54088298479131,14.161365642454449
39.2,3.389002976911884,29.525336755195884,14.15814147219883,3.3753240583529696,29.4142875722679,14.127859092912837
39.300000000000004,3.3873576868640862,29.40011926631288,14.124634189480586,3.371080562978826,29.28891089946287,14.094530696663861
39.400000000000006,3.385761021623321,29.276067076687095,14.091358824877494,3.3728535568160583,29.164575818617184,14.061390194396418
39.5,3.3842115481905064,29.153170968156317,14.058314594637324,3.3761074946529237,29.041572738271814,14.028438903229821
39.6,3.38270786668188,29.03142175832784,14.025500704317725,3.3756985853979535,28.91996238562174,13.995689738903987
39.7,3.3812486247627245,28.910810278197026,13.992916342549545,3.379235131585293,28.79954769103542,13.963156231906986
39.800000000000004,3.3798325138473424,28.791327377971534,13.96056068253966,3.3793077376533756,28.680513970704332,13.930842136286584
39.900000000000006,3.37845825180412,28.672963952919883,13.928432887566283,3.381280929077709,28.56267421787996,13.89875824993977
40.0,3.3771246052117787,28.55571091018225,13.896532104059004,3.3753857561715948,28.446111522155046,13.866906440454526
40.1,3.3758303763538713,28.439559188011252,13.864857466008354,3.372988221163506,28.330419694742076,13.835291833592315
40.2,3.3745743951955025,28.324499766871647,13.83340809952352,3.3730430958376276,28.21576490885283,13.803902743274783
40.300000000000004,3.373355531722463,28.21052365210227,13.802183116461475,3.377041280697188,28.102259414556183,13.772736143750828
40.400000000000006,3.3721726913708787,28.097621880472666,13.771181616465471,3.3732398044506438,27.99008888444548,13.741794173749911
40.5,3.371024812084103,27.985785524440207,13.74040268819429,3.3753387614571504,27.878849985823557,13.711086280952946
40.6,3.3699108627596486,27.87500569357465,13.709845410429082,3.3723972864676757,27.76882842403818,13.680604551152914
40.7,3.3688298418195,27.765273535149845,13.679508853550375,3.370481965933906,27.659760004121182,13.650353915422018
