t,N,H,I
73.8173817381738,3.31718503171046,17.0640683944333,10.3168487322311
73.8273827382738,3.31381492764299,17.06468030849,10.3158540078002
73.8373837383738,3.31100213189769,17.0646675940563,10.3174930764775
73.8473847384738,3.30714763574346,17.066065929932,10.3176361650223
73.8573857385739,3.30415916626613,17.0626331082038,10.321798844607
73.8673867386739,3.30394738524165,17.0625154032924,10.3248182798795
73.8773877387739,3.30404293538751,17.0631123710775,10.323277961416
73.8873887388739,3.30371835852404,17.0627176767619,10.3225306555348
73.8973897389739,3.30203818033694,17.0631644315044,10.3228670663853
73.9073907390739,3.29831705622733,17.0615011363275,10.3206142413497
73.9173917391739,3.29844509256478,17.0642101160589,10.3181157668213
73.9273927392739,3.29604593031099,17.065913181571,10.3193908997465
73.9373937393739,3.2945086811336,17.0626723092265,10.3178008916962
73.9473947394739,3.29412748766043,17.0630478332473,10.3143526654967
73.957395739574,3.29303716940139,17.0640356375482,10.3152951692273
73.967396739674,3.29442788677284,17.065414865695,10.3159414926851
73.977397739774,3.29325042774974,17.0672054405512,10.3126186393185
73.987398739874,3.29017271845428,17.0673576945663,10.312532768628
73.997399739974,3.28870923905611,17.0689376469354,10.31347416634
74.007400740074,3.28935608600732,17.0676295164944,10.3127601307538
74.017401740174,3.2853772470215,17.0665316605572,10.3106026159755
74.027402740274,3.28518457563856,17.0644787515556,10.309909109093
74.037403740374,3.28772297801086,17.0635641698003,10.3112416349697
74.0474047404741,3.29023380134538,17.0678126182683,10.3126912102447
74.0574057405741,3.28699583171245,17.0646279089691,10.3092485293792
74.0674067406741,3.28544901369147,17.0654365506941,10.3080421709777
74.0774077407741,3.28557333099952,17.0659434499418,10.3135067459127
74.0874087408741,3.28733379684833,17.0639333751211,10.3109935752295
74.0974097409741,3.28604734466951,17.0635731553859,10.3118085287597
74.1074107410741,3.28382275816393,17.0635931977958,10.3093941893575
74.1174117411741,3.28298738156562,17.0642024213871,10.3078769753962
74.1274127412741,3.28440958944733,17.0625206309872,10.3070169327547
74.1374137413741,3.28622515886045,17.0623398636561,10.3091447732984
74.1474147414742,3.28874337294446,17.0616245273126,10.309732778479
74.1574157415742,3.29204305975391,17.0600572891862,10.3089894440029
74.1674167416742,3.29238138395656,17.06212472898,10.3103746141129
74.1774177417742,3.29621882381293,17.0634080266642,10.3090026856845
74.1874187418742,3.29680975445065,17.0639630361776,10.3090975940344
74.1974197419742,3.29579939737087,17.0621985941484,10.3112276387551
74.2074207420742,3.29588553685434,17.0674344393978,10.3085646609416
74.2174217421742,3.29640727382882,17.0679375343107,10.3057494186423
74.2274227422742,3.29672150060799,17.0678835113581,10.3073104712271
74.2374237423742,3.29556206722532,17.0659924877415,10.3071294871021
74.2474247424743,3.29279217090689,17.0648562469214,10.3050673765726
74.2574257425743,3.29223847712767,17.0636336354066,10.3018608150378
74.2674267426743,3.2928330498288,17.0608285922893,10.3004514868865
74.2774277427743,3.29266887737427,17.0616887005587,10.2981979425353
74.2874287428743,3.29582050945442,17.0576812697052,10.2960076436276
74.2974297429743,3.29924658654061,17.0532185234756,10.2949320809638
74.3074307430743,3.30033708364209,17.0525304353016,10.2963454135197
74.3174317431743,3.30500170379162,17.0508961472273,10.2951184355729
74.3274327432743,3.30273757160927,17.0505455384447,10.2962504390102
74.3374337433743,3.3023610885752,17.0481497806467,10.29389302806
74.3474347434744,3.30359861957855,17.047765073656,10.2941004731027
74.3574357435744,3.30209991716208,17.0425926831146,10.296154176235
74.3674367436744,3.30412914695757,17.0444709381822,10.2941167533063
74.3774377437744,3.30345737657434,17.0474049128597,10.2915499316163
74.3874387438744,3.30164405417826,17.0469621879266,10.2923666190466
74.3974397439744,3.30173039361528,17.0441322589896,10.2941136942835
74.4074407440744,3.30135924899574,17.040265096582,10.295390001357
74.4174417441744,3.30108820249655,17.0401274223766,10.2972246214899
74.4274427442744,3.3042465891749,17.0384761573089,10.2971923534518
74.4374437443744,3.30684981525363,17.0377240094637,10.294043559252
74.4474447444745,3.3070743250617,17.0373764046599,10.2912370627312
74.4574457445745,3.30785911779126,17.035255699351,10.289313899053
74.4674467446745,3.30777927156118,17.036657589515,10.2905431644436
74.4774477447745,3.31001102833892,17.0339592408532,10.2914658530926
74.4874487448745,3.30676146260659,17.0379342476931,10.2941335993232
74.4974497449745,3.30673723386501,17.0362307765999,10.2944566757284
74.5074507450745,3.30579868227929,17.0364462511829,10.2941273576529
74.5174517451745,3.30534599590334,17.0417278824884,10.2941548839998
74.5274527452745,3.30145164787879,17.0440963956359,10.2939376485692
74.5374537453745,3.30243830016209,17.0425356576702,10.2921465186199
74.5474547454746,3.30321088289905,17.0423866139514,10.2908253922014
74.5574557455746,3.30290953401747,17.0413080387852,10.2897614986322
74.5674567456746,3.30029905202798,17.0389237365522,10.2939977755313
74.5774577457746,3.298910776353,17.0336966101956,10.2920426607593
74.5874587458746,3.29699730745832,17.0310328762064,10.292809619134
74.5974597459746,3.29828677712693,17.0308968543329,10.2930057553965
74.6074607460746,3.29733143734292,17.0305601400155,10.2926646654909
74.6174617461746,3.29680763861487,17.0302820836377,10.2936365120214
74.6274627462746,3.30076203451265,17.0297829667089,10.2938253201232
74.6374637463746,3.3022125739172,17.0316779036599,10.2918586751842
74.6474647464747,3.30271528167208,17.0314697876705,10.2913741236885
74.6574657465747,3.30297457216254,17.0334370591634,10.2924768106845
74.6674667466747,3.30451244468671,17.0338563389447,10.2915322086177
74.6774677467747,3.30101677147878,17.0335728232855,10.2935392915334
74.6874687468747,3.2956012182219,17.0325535698726,10.2951394403198
74.6974697469747,3.29567441785896,17.0301809983875,10.2916942607262
74.7074707470747,3.29356102095517,17.031532581241,10.2889992023401
74.7174717471747,3.29261366303455,17.0325767453279,10.292640556022
74.7274727472747,3.29462043146581,17.0325706426061,10.295844563115
74.7374737473747,3.29533521697671,17.0366588141649,10.2960274008699
74.7474747474748,3.29462069617879,17.0356705692129,10.2961348476478
74.7574757475748,3.29582961396607,17.0297219542502,10.2950934872415
74.7674767476748,3.29494966949704,17.028096580509,10.2995510714638
74.7774777477748,3.29786107209018,17.0296271450641,10.2983671345691
74.7874787478748,3.29766352287422,17.0274224659371,10.2958883676802
74.7974797479748,3.29775120638135,17.0282876832564,10.299813827087
74.8074807480748,3.30171246101625,17.0306817576938,10.2976035318908
74.8174817481748,3.30142346871536,17.031599714654,10.2965590993107
74.8274827482748,3.30146198165333,17.035877183995,10.2942928198421
74.8374837483748,3.30524378737418,17.0356846968155,10.2969028262892
74.8474847484748,3.30439985527307,17.0362414584767,10.2959293100838
74.8574857485749,3.3030251265387,17.0353767088515,10.29328739538
74.8674867486749,3.30283173697172,17.0335813402291,10.2972744103217
74.8774877487749,3.30283189110699,17.0318505784631,10.2980020360739
74.8874887488749,3.30452923530552,17.0335281142272,10.2983056773451
74.8974897489749,3.30460563264224,17.0346374377259,10.2970727022351
74.9074907490749,3.30376977712673,17.0340904664195,10.2999200641553
74.9174917491749,3.30329422475247,17.0331294579979,10.3023613536677
74.9274927492749,3.30202765022155,17.0298721025276,10.3008621889179
74.9374937493749,3.29720161476511,17.0281183863633,10.2977540686789
74.9474947494749,3.29801526940588,17.024256029651,10.2937770888002
74.957495749575,3.29774249574336,17.0221471391048,10.2904349389809
74.967496749675,3.29757779717997,17.0223056739227,10.2908539464452
74.977497749775,3.29692089691763,17.0214301840114,10.2929291884586
74.987498749875,3.29521689167361,17.0233290008914,10.2941055980212
74.997499749975,3.29637680681917,17.0265137466222,10.2922893749161
75.007500750075,3.29477459701148,17.0268588219737,10.2941577408858
75.017501750175,3.29525647186767,17.0267100792755,10.299015515726
75.027502750275,3.29798660113568,17.0219872303178,10.2966936479197
75.037503750375,3.29605094082066,17.0219842687266,10.2965082032935
75.047504750475,3.29519804455505,17.0212518716619,10.2943645846304
75.0575057505751,3.29544246870397,17.0184335301698,10.2934861552488
75.0675067506751,3.29535361795523,17.01609743744,10.2938283456812
75.0775077507751,3.29865508297578,17.0129515774967,10.2930683725921
75.0875087508751,3.29724825067199,17.0128992134033,10.2939851476618
75.0975097509751,3.29912503079758,17.0142553352941,10.2912772741903
75.1075107510751,3.30399355658551,17.0122539929159,10.2886407791602
75.1175117511751,3.29810374837852,17.0096675181037,10.28550974953
75.1275127512751,3.29955993503062,17.0114746872208,10.2864588056131
75.1375137513751,3.29499647548898,17.0113534746904,10.286037765791
75.1475147514751,3.29506097488168,17.0104911409312,10.2898652141834
75.1575157515752,3.29202318556417,17.0094560291859,10.2891801743218
75.1675167516752,3.29215009577632,17.007890981589,10.2900732392003
75.1775177517752,3.29254333642709,17.0062063009435,10.2855910696332
75.1875187518752,3.28992078985954,17.0050747911137,10.2827883229344
75.1975197519752,3.29026284854788,17.004851535329,10.2813552338759
75.2075207520752,3.28995461535958,17.0068055615795,10.2806092130649
